shipment_id,origin_site_id,dest_site_id,customer_id,ship_date,units,weight_kg
SHIP-001035,SITE-002,SITE-005,CUST-00168,2024-07-05,143,521.95
SHIP-001036,SITE-005,SITE-010,CUST-00360,2026-05-25,120,170.4
SHIP-001037,SITE-013,SITE-009,CUST-00263,2026-06-24,193,409.16
SHIP-001038,SITE-003,SITE-005,CUST-00670,2025-09-13,73,320.47
SHIP-001039,SITE-003,SITE-004,CUST-00613,2026-07-03,56,28.56
SHIP-001040,SITE-011,SITE-009,CUST-00190,2025-07-31,296,2779.44
SHIP-001041,SITE-013,SITE-007,CUST-00041,2024-10-17,392,2704.8
SHIP-001042,SITE-002,SITE-012,CUST-00794,2025-09-20,105,422.1
SHIP-001043,SITE-013,SITE-012,CUST-00479,2024-09-22,52,66.04
SHIP-001044,SITE-001,SITE-014,CUST-00064,2026-01-26,343,3478.02
SHIP-001045,SITE-002,SITE-001,CUST-00711,2025-05-22,14,133.84
SHIP-001046,SITE-011,SITE-014,CUST-00415,2024-04-05,99,725.67
SHIP-001047,SITE-001,SITE-014,CUST-00044,2025-08-31,92,593.4
SHIP-001048,SITE-003,SITE-015,CUST-00049,2025-01-30,291,1609.23
SHIP-001049,SITE-011,SITE-010,CUST-00551,2025-02-24,282,217.14
SHIP-001050,SITE-001,SITE-012,CUST-00638,2025-05-29,59,532.18
SHIP-001051,SITE-008,SITE-011,CUST-00040,2025-06-06,133,1372.56
SHIP-001052,SITE-005,SITE-006,CUST-00253,2024-05-13,174,666.42
SHIP-001053,SITE-005,SITE-003,CUST-00053,2026-07-20,254,1950.72
SHIP-001054,SITE-001,SITE-003,CUST-00690,2025-06-13,266,2210.46
SHIP-001055,SITE-013,SITE-001,CUST-00534,2025-11-25,20,197.4
SHIP-001056,SITE-015,SITE-007,CUST-00364,2025-01-13,335,1108.85
SHIP-001057,SITE-003,SITE-010,CUST-00626,2025-05-29,63,292.95
SHIP-001058,SITE-009,SITE-004,CUST-00439,2025-07-11,115,854.45
SHIP-001059,SITE-001,SITE-015,CUST-00220,2026-06-10,97,144.53
SHIP-001060,SITE-013,SITE-005,CUST-00255,2025-11-02,36,137.52
SHIP-001061,SITE-009,SITE-008,CUST-00221,2026-02-16,195,516.75
SHIP-001062,SITE-008,SITE-011,CUST-00302,2024-03-22,359,2017.58
SHIP-001063,SITE-007,SITE-014,CUST-00386,2026-04-08,158,881.64
SHIP-001064,SITE-007,SITE-011,CUST-00430,2026-03-23,331,2935.97
SHIP-001065,SITE-003,SITE-015,CUST-00718,2026-08-06,238,1692.18
SHIP-001066,SITE-005,SITE-014,CUST-00379,2024-07-17,365,1259.25
SHIP-001067,SITE-011,SITE-015,CUST-00709,2024-05-19,154,1604.68
SHIP-001068,SITE-004,SITE-001,CUST-00788,2024-04-08,117,792.09
SHIP-001069,SITE-005,SITE-009,CUST-00256,2024-06-12,264,979.44
SHIP-001070,SITE-004,SITE-014,CUST-00279,2025-08-24,284,2147.04
SHIP-001071,SITE-008,SITE-014,CUST-00675,2024-12-28,47,94.94
SHIP-001072,SITE-004,SITE-006,CUST-00423,2024-09-29,178,1221.08
SHIP-001073,SITE-002,SITE-009,CUST-00008,2025-03-16,143,1195.48
SHIP-001074,SITE-001,SITE-010,CUST-00114,2026-04-22,219,1410.36
SHIP-001075,SITE-002,SITE-011,CUST-00422,2024-06-24,327,2534.25
SHIP-001076,SITE-009,SITE-003,CUST-00020,2026-02-11,228,1121.76
SHIP-001077,SITE-004,SITE-001,CUST-00626,2025-07-11,196,1646.4
SHIP-001078,SITE-013,SITE-014,CUST-00271,2025-07-06,315,3471.3
SHIP-001079,SITE-013,SITE-005,CUST-00412,2024-05-12,42,146.16
SHIP-001080,SITE-014,SITE-004,CUST-00057,2024-11-25,282,1883.76
SHIP-001081,SITE-014,SITE-003,CUST-00406,2025-07-22,141,1541.13
SHIP-001082,SITE-014,SITE-007,CUST-00724,2026-05-21,179,229.12
SHIP-001083,SITE-006,SITE-005,CUST-00441,2026-03-23,184,1656
SHIP-001084,SITE-014,SITE-013,CUST-00604,2026-07-12,286,3400.54
SHIP-001085,SITE-001,SITE-015,CUST-00420,2025-10-07,158,965.38
SHIP-001086,SITE-009,SITE-010,CUST-00498,2024-07-30,157,150.72
SHIP-001087,SITE-002,SITE-014,CUST-00290,2025-09-14,214,1744.1
SHIP-001088,SITE-008,SITE-009,CUST-00373,2025-11-28,378,3821.58
SHIP-001089,SITE-012,SITE-015,CUST-00616,2024-07-25,352,496.32
SHIP-001090,SITE-013,SITE-006,CUST-00059,2026-02-04,258,3090.84
SHIP-001091,SITE-010,SITE-005,CUST-00519,2024-12-05,134,470.34
SHIP-001092,SITE-008,SITE-011,CUST-00172,2025-04-21,219,1635.93
SHIP-001093,SITE-007,SITE-011,CUST-00031,2025-04-19,11,28.6
SHIP-001094,SITE-013,SITE-007,CUST-00270,2026-08-03,338,3055.52
SHIP-001095,SITE-013,SITE-007,CUST-00133,2025-03-22,166,526.22
SHIP-001096,SITE-001,SITE-013,CUST-00358,2025-07-13,318,3504.36
SHIP-001097,SITE-010,SITE-013,CUST-00479,2025-11-19,304,2295.2
SHIP-001098,SITE-015,SITE-002,CUST-00799,2024-05-19,363,2871.33
SHIP-001099,SITE-015,SITE-003,CUST-00299,2024-04-13,389,1532.66
SHIP-001100,SITE-006,SITE-012,CUST-00731,2026-06-22,66,541.2
SHIP-001101,SITE-005,SITE-002,CUST-00536,2025-08-25,139,1545.68
SHIP-001102,SITE-008,SITE-002,CUST-00347,2024-07-23,323,914.09
SHIP-001103,SITE-003,SITE-004,CUST-00189,2025-03-02,285,2858.55
SHIP-001104,SITE-007,SITE-005,CUST-00197,2024-11-11,211,1198.48
SHIP-001105,SITE-015,SITE-010,CUST-00588,2024-03-26,314,2125.78
SHIP-001106,SITE-001,SITE-009,CUST-00518,2024-10-11,154,1205.82
SHIP-001107,SITE-005,SITE-008,CUST-00024,2025-08-25,245,884.45
SHIP-001108,SITE-009,SITE-013,CUST-00261,2024-07-29,12,117.48
SHIP-001109,SITE-008,SITE-011,CUST-00562,2026-01-13,143,121.55
SHIP-001110,SITE-010,SITE-005,CUST-00535,2026-02-12,236,2813.12
SHIP-001111,SITE-004,SITE-010,CUST-00452,2025-08-26,151,463.57
SHIP-001112,SITE-007,SITE-005,CUST-00457,2026-04-21,93,235.29
SHIP-001113,SITE-013,SITE-004,CUST-00608,2025-10-06,247,2457.65
SHIP-001114,SITE-009,SITE-015,CUST-00731,2024-06-24,200,1234
SHIP-001115,SITE-010,SITE-008,CUST-00558,2024-11-13,300,2487
SHIP-001116,SITE-007,SITE-008,CUST-00787,2024-07-10,355,1292.2
SHIP-001117,SITE-009,SITE-006,CUST-00292,2024-12-09,64,233.6
SHIP-001118,SITE-005,SITE-009,CUST-00307,2026-01-07,379,4199.32
SHIP-001119,SITE-014,SITE-006,CUST-00488,2025-01-03,14,74.06
SHIP-001120,SITE-007,SITE-006,CUST-00654,2025-08-24,259,2103.08
SHIP-001121,SITE-004,SITE-013,CUST-00233,2026-02-16,296,1995.04
SHIP-001122,SITE-006,SITE-007,CUST-00679,2024-11-01,76,88.16
SHIP-001123,SITE-013,SITE-002,CUST-00443,2025-03-12,23,252.54
SHIP-001124,SITE-015,SITE-007,CUST-00206,2025-07-16,51,551.31
SHIP-001125,SITE-010,SITE-011,CUST-00319,2025-03-22,62,206.46
SHIP-001126,SITE-014,SITE-005,CUST-00711,2024-05-22,224,916.16
SHIP-001127,SITE-013,SITE-005,CUST-00022,2025-01-15,326,2151.6
SHIP-001128,SITE-005,SITE-014,CUST-00562,2024-08-03,324,1321.92
SHIP-001129,SITE-009,SITE-001,CUST-00515,2026-03-01,339,1545.84
SHIP-001130,SITE-010,SITE-001,CUST-00622,2024-03-17,333,1361.97
SHIP-001131,SITE-012,SITE-013,CUST-00594,2025-12-05,102,58.14
SHIP-001132,SITE-001,SITE-009,CUST-00721,2025-09-26,291,788.61
SHIP-001133,SITE-009,SITE-015,CUST-00536,2024-12-16,44,466.84
SHIP-001134,SITE-011,SITE-002,CUST-00537,2024-08-16,210,1976.1
SHIP-001135,SITE-014,SITE-012,CUST-00426,2025-12-18,328,2837.2
SHIP-001136,SITE-005,SITE-007,CUST-00446,2025-07-14,365,240.9
SHIP-001137,SITE-006,SITE-007,CUST-00795,2024-08-24,173,1454.93
SHIP-001138,SITE-013,SITE-006,CUST-00004,2025-12-22,230,910.8
SHIP-001139,SITE-012,SITE-008,CUST-00241,2026-01-04,324,842.4
SHIP-001140,SITE-002,SITE-015,CUST-00643,2025-02-08,363,1161.6
SHIP-001141,SITE-008,SITE-013,CUST-00597,2024-09-07,338,2967.64
SHIP-001142,SITE-013,SITE-012,CUST-00531,2025-11-05,44,315.48
SHIP-001143,SITE-004,SITE-006,CUST-00086,2024-12-15,28,41.72
SHIP-001144,SITE-011,SITE-015,CUST-00521,2026-05-28,7,61.95
SHIP-001145,SITE-001,SITE-003,CUST-00773,2026-01-14,111,1330.89
SHIP-001146,SITE-009,SITE-011,CUST-00177,2024-03-17,24,41.28
SHIP-001147,SITE-006,SITE-003,CUST-00089,2025-09-24,17,29.92
SHIP-001148,SITE-004,SITE-005,CUST-00016,2024-11-17,13,86.71
SHIP-001149,SITE-014,SITE-013,CUST-00407,2026-06-21,144,285.12
SHIP-001150,SITE-014,SITE-006,CUST-00022,2026-08-18,270,2068.2
SHIP-001151,SITE-015,SITE-002,CUST-00299,2025-11-04,359,1263.68
SHIP-001152,SITE-005,SITE-007,CUST-00622,2024-05-01,284,3186.48
SHIP-001153,SITE-006,SITE-007,CUST-00151,2025-04-29,65,642.2
SHIP-001154,SITE-015,SITE-013,CUST-00103,2025-12-13,382,702.88
SHIP-001155,SITE-012,SITE-010,CUST-00087,2025-01-28,45,503.55
SHIP-001156,SITE-003,SITE-010,CUST-00417,2025-07-10,324,291.6
SHIP-001157,SITE-013,SITE-014,CUST-00586,2026-01-09,49,42.63
SHIP-001158,SITE-010,SITE-006,CUST-00424,2025-09-13,186,935.58
SHIP-001159,SITE-007,SITE-015,CUST-00138,2025-01-24,130,1270.1
SHIP-001160,SITE-007,SITE-015,CUST-00722,2025-04-01,132,168.96
SHIP-001161,SITE-008,SITE-002,CUST-00625,2024-12-30,163,1509.38
SHIP-001162,SITE-009,SITE-008,CUST-00505,2024-10-06,378,3795.12
SHIP-001163,SITE-010,SITE-002,CUST-00644,2024-10-14,336,1609.44
SHIP-001164,SITE-005,SITE-010,CUST-00595,2024-03-24,124,234.36
SHIP-001165,SITE-015,SITE-013,CUST-00325,2026-01-12,75,177.75
SHIP-001166,SITE-001,SITE-009,CUST-00064,2024-05-13,110,766.7
SHIP-001167,SITE-010,SITE-007,CUST-00463,2025-05-31,187,2176.68
SHIP-001168,SITE-012,SITE-014,CUST-00055,2025-07-03,314,602.88
SHIP-001169,SITE-011,SITE-005,CUST-00368,2026-05-07,143,1123.98
SHIP-001170,SITE-004,SITE-011,CUST-00637,2025-04-01,274,1350.82
SHIP-001171,SITE-015,SITE-011,CUST-00310,2024-09-29,109,180.94
SHIP-001172,SITE-013,SITE-014,CUST-00096,2024-09-02,333,1818.18
SHIP-001173,SITE-014,SITE-007,CUST-00048,2024-05-18,158,118.5
SHIP-001174,SITE-003,SITE-004,CUST-00569,2025-02-11,8,48.8
SHIP-001175,SITE-005,SITE-011,CUST-00001,2026-01-13,317,1505.75
SHIP-001176,SITE-009,SITE-007,CUST-00722,2026-01-21,207,1736.73
SHIP-001177,SITE-012,SITE-013,CUST-00281,2026-03-04,215,1451.25
SHIP-001178,SITE-002,SITE-010,CUST-00605,2024-08-09,233,1880.31
SHIP-001179,SITE-012,SITE-007,CUST-00535,2024-03-14,322,3822.14
SHIP-001180,SITE-011,SITE-003,CUST-00742,2024-08-30,362,2628.12
SHIP-001181,SITE-008,SITE-014,CUST-00025,2025-06-28,238,1094.8
SHIP-001182,SITE-010,SITE-014,CUST-00675,2026-03-20,267,704.88
SHIP-001183,SITE-009,SITE-012,CUST-00553,2026-07-17,132,452.76
SHIP-001184,SITE-013,SITE-014,CUST-00357,2026-06-14,128,1288.96
SHIP-001185,SITE-011,SITE-008,CUST-00334,2024-07-04,172,1116.28
SHIP-001186,SITE-009,SITE-015,CUST-00272,2025-07-06,342,1323.54
SHIP-001187,SITE-005,SITE-006,CUST-00733,2026-01-31,394,3175.64
SHIP-001188,SITE-008,SITE-009,CUST-00317,2025-07-26,367,3710.37
SHIP-001189,SITE-005,SITE-003,CUST-00235,2025-11-02,71,648.23
SHIP-001190,SITE-010,SITE-006,CUST-00691,2024-06-20,166,1653.36
SHIP-001191,SITE-002,SITE-007,CUST-00104,2026-06-07,89,759.17
SHIP-001192,SITE-009,SITE-014,CUST-00483,2026-05-25,322,2421.44
SHIP-001193,SITE-002,SITE-005,CUST-00200,2026-05-28,43,468.27
SHIP-001194,SITE-009,SITE-007,CUST-00030,2025-02-27,222,206.46
SHIP-001195,SITE-001,SITE-012,CUST-00272,2025-12-27,154,742.28
SHIP-001196,SITE-006,SITE-010,CUST-00624,2024-12-03,233,1020.54
SHIP-001197,SITE-008,SITE-002,CUST-00719,2024-08-11,114,517.56
SHIP-001198,SITE-002,SITE-007,CUST-00737,2024-05-17,69,389.85
SHIP-001199,SITE-010,SITE-013,CUST-00012,2024-12-31,219,2422.14
SHIP-001200,SITE-013,SITE-009,CUST-00672,2026-01-28,357,414.12
SHIP-001201,SITE-003,SITE-013,CUST-00326,2025-03-06,27,119.07
SHIP-001202,SITE-002,SITE-007,CUST-00421,2025-05-17,242,2686.2
SHIP-001203,SITE-013,SITE-005,CUST-00752,2025-06-07,304,1857.44
SHIP-001204,SITE-010,SITE-007,CUST-00187,2024-06-20,255,1601.4
SHIP-001205,SITE-006,SITE-013,CUST-00433,2025-11-20,212,2166.64
SHIP-001206,SITE-014,SITE-006,CUST-00583,2026-03-12,315,3556.35
SHIP-001207,SITE-014,SITE-007,CUST-00665,2026-05-28,146,651.16
SHIP-001208,SITE-004,SITE-002,CUST-00325,2026-03-22,18,204.48
SHIP-001209,SITE-008,SITE-013,CUST-00384,2025-11-09,372,528.24
SHIP-001210,SITE-007,SITE-011,CUST-00058,2026-06-05,30,155.1
SHIP-001211,SITE-008,SITE-005,CUST-00010,2025-01-07,129,1248.72
SHIP-001212,SITE-010,SITE-014,CUST-00367,2025-09-09,25,195.25
SHIP-001213,SITE-015,SITE-013,CUST-00414,2024-05-29,49,380.24
SHIP-001214,SITE-002,SITE-012,CUST-00255,2024-10-02,300,414
SHIP-001215,SITE-004,SITE-009,CUST-00734,2025-06-08,149,582.59
SHIP-001216,SITE-007,SITE-011,CUST-00501,2024-09-03,109,190.75
SHIP-001217,SITE-007,SITE-013,CUST-00472,2025-07-25,194,1088.34
SHIP-001218,SITE-009,SITE-004,CUST-00043,2025-06-26,315,1757.7
SHIP-001219,SITE-011,SITE-015,CUST-00717,2025-07-03,83,55.61
SHIP-001220,SITE-008,SITE-005,CUST-00150,2026-07-30,62,442.06
SHIP-001221,SITE-004,SITE-012,CUST-00344,2025-08-30,350,1200.5
SHIP-001222,SITE-007,SITE-012,CUST-00053,2026-06-16,390,2199.6
SHIP-001223,SITE-008,SITE-015,CUST-00215,2024-06-28,142,1032.34
SHIP-001224,SITE-015,SITE-006,CUST-00274,2026-07-23,280,341.6
SHIP-001225,SITE-004,SITE-013,CUST-00525,2026-05-23,209,2161.06
SHIP-001226,SITE-014,SITE-015,CUST-00561,2024-05-19,209,865.26
SHIP-001227,SITE-010,SITE-015,CUST-00442,2026-01-14,349,394.37
SHIP-001228,SITE-006,SITE-003,CUST-00412,2024-08-13,393,3324.78
SHIP-001229,SITE-006,SITE-008,CUST-00430,2026-04-22,155,578.15
SHIP-001230,SITE-006,SITE-008,CUST-00178,2025-09-28,321,1447.71
SHIP-001231,SITE-011,SITE-008,CUST-00528,2026-07-26,259,1054.13
SHIP-001232,SITE-015,SITE-011,CUST-00566,2024-12-25,399,722.19
SHIP-001233,SITE-011,SITE-004,CUST-00248,2024-09-09,116,704.12
SHIP-001234,SITE-012,SITE-004,CUST-00759,2024-06-21,241,655.52
SHIP-001235,SITE-015,SITE-011,CUST-00283,2026-05-12,179,755.38
SHIP-001236,SITE-011,SITE-013,CUST-00678,2026-07-19,52,190.32
SHIP-001237,SITE-009,SITE-004,CUST-00073,2025-09-21,393,408.72
SHIP-001238,SITE-015,SITE-012,CUST-00745,2025-03-29,330,511.5
SHIP-001239,SITE-003,SITE-001,CUST-00367,2026-07-24,244,151.28
SHIP-001240,SITE-001,SITE-003,CUST-00340,2026-08-18,87,765.6
SHIP-001241,SITE-003,SITE-007,CUST-00302,2024-07-25,156,1257.36
SHIP-001242,SITE-013,SITE-001,CUST-00274,2026-01-14,195,1573.65
SHIP-001243,SITE-007,SITE-010,CUST-00484,2026-08-21,391,258.06
SHIP-001244,SITE-007,SITE-009,CUST-00438,2025-12-11,113,1005.7
SHIP-001245,SITE-010,SITE-013,CUST-00480,2024-07-04,342,2818.08
SHIP-001246,SITE-014,SITE-009,CUST-00133,2025-06-04,250,1562.5
SHIP-001247,SITE-008,SITE-006,CUST-00482,2025-11-24,177,1331.04
SHIP-001248,SITE-013,SITE-001,CUST-00640,2025-07-14,341,2605.24
SHIP-001249,SITE-006,SITE-012,CUST-00304,2024-07-24,11,55.99
SHIP-001250,SITE-009,SITE-006,CUST-00433,2024-07-21,270,2184.3
SHIP-001251,SITE-004,SITE-007,CUST-00229,2025-03-02,304,3356.16
SHIP-001252,SITE-004,SITE-011,CUST-00485,2026-01-26,43,436.02
SHIP-001253,SITE-012,SITE-015,CUST-00319,2024-05-30,220,2488.2
SHIP-001254,SITE-002,SITE-007,CUST-00250,2025-05-15,66,780.78
SHIP-001255,SITE-014,SITE-013,CUST-00540,2024-04-25,148,1524.4
SHIP-001256,SITE-012,SITE-011,CUST-00186,2024-12-09,397,1329.95
SHIP-001257,SITE-010,SITE-006,CUST-00642,2026-08-19,30,292.5
SHIP-001258,SITE-003,SITE-007,CUST-00464,2024-07-30,394,4164.58
SHIP-001259,SITE-003,SITE-005,CUST-00254,2025-08-17,400,1576
SHIP-001260,SITE-009,SITE-004,CUST-00088,2025-09-06,336,591.36
SHIP-001261,SITE-003,SITE-004,CUST-00270,2026-06-19,244,261.08
SHIP-001262,SITE-006,SITE-009,CUST-00381,2025-01-16,19,61.18
SHIP-001263,SITE-003,SITE-008,CUST-00726,2025-05-22,257,2410.66
SHIP-001264,SITE-009,SITE-013,CUST-00169,2025-01-22,324,3003.48
SHIP-001265,SITE-006,SITE-005,CUST-00537,2026-03-01,105,1155
SHIP-001266,SITE-011,SITE-001,CUST-00031,2025-03-14,400,3876
SHIP-001267,SITE-013,SITE-007,CUST-00382,2026-05-16,100,1133
SHIP-001268,SITE-014,SITE-012,CUST-00424,2026-03-01,40,31.2
SHIP-001269,SITE-008,SITE-002,CUST-00324,2024-07-19,310,1556.2
SHIP-001270,SITE-013,SITE-015,CUST-00327,2024-04-06,290,1806.7
SHIP-001271,SITE-008,SITE-015,CUST-00472,2024-05-24,303,1445.31
SHIP-001272,SITE-002,SITE-010,CUST-00722,2024-05-08,221,216.58
SHIP-001273,SITE-011,SITE-001,CUST-00156,2024-11-16,111,752.58
SHIP-001274,SITE-003,SITE-012,CUST-00203,2025-12-11,344,619.2
SHIP-001275,SITE-008,SITE-011,CUST-00252,2024-06-10,226,2122.14
SHIP-001276,SITE-006,SITE-014,CUST-00441,2025-05-29,231,2554.86
SHIP-001277,SITE-011,SITE-013,CUST-00332,2025-08-22,356,2381.64
SHIP-001278,SITE-013,SITE-014,CUST-00400,2026-08-19,109,1111.8
SHIP-001279,SITE-013,SITE-003,CUST-00064,2025-09-23,322,1519.84
SHIP-001280,SITE-006,SITE-001,CUST-00248,2026-05-17,136,582.08
SHIP-001281,SITE-008,SITE-001,CUST-00071,2024-06-27,227,1936.31
SHIP-001282,SITE-007,SITE-003,CUST-00159,2025-01-13,197,508.26
SHIP-001283,SITE-005,SITE-012,CUST-00292,2025-10-07,372,3046.68
SHIP-001284,SITE-012,SITE-003,CUST-00724,2025-10-22,319,596.53
SHIP-001285,SITE-002,SITE-001,CUST-00191,2026-02-27,111,571.65
SHIP-001286,SITE-008,SITE-015,CUST-00646,2024-05-02,34,367.88
SHIP-001287,SITE-006,SITE-009,CUST-00546,2024-09-24,354,1164.66
SHIP-001288,SITE-009,SITE-014,CUST-00176,2026-03-01,317,415.27
SHIP-001289,SITE-003,SITE-002,CUST-00584,2025-01-01,310,945.5
SHIP-001290,SITE-011,SITE-007,CUST-00182,2024-07-23,78,72.54
SHIP-001291,SITE-005,SITE-012,CUST-00167,2025-07-09,97,582
SHIP-001292,SITE-007,SITE-014,CUST-00110,2026-07-08,251,2454.78
SHIP-001293,SITE-004,SITE-008,CUST-00616,2024-06-21,218,802.24
SHIP-001294,SITE-015,SITE-001,CUST-00096,2024-06-07,289,3176.11
SHIP-001295,SITE-014,SITE-015,CUST-00061,2026-08-08,268,302.84
SHIP-001296,SITE-001,SITE-009,CUST-00370,2025-12-12,187,2157.98
SHIP-001297,SITE-007,SITE-013,CUST-00663,2024-12-16,84,984.48
SHIP-001298,SITE-009,SITE-006,CUST-00795,2024-05-09,32,60.48
SHIP-001299,SITE-007,SITE-015,CUST-00443,2024-11-17,107,296.39
SHIP-001300,SITE-004,SITE-010,CUST-00764,2025-10-16,395,1828.85
SHIP-001301,SITE-013,SITE-009,CUST-00165,2024-03-15,374,2330.02
SHIP-001302,SITE-007,SITE-001,CUST-00241,2026-03-16,270,529.2
SHIP-001303,SITE-010,SITE-014,CUST-00095,2024-10-03,233,1332.76
SHIP-001304,SITE-008,SITE-004,CUST-00616,2025-01-04,25,158.5
SHIP-001305,SITE-010,SITE-013,CUST-00497,2026-05-20,68,95.88
SHIP-001306,SITE-010,SITE-004,CUST-00327,2024-04-12,141,800.88
SHIP-001307,SITE-004,SITE-006,CUST-00306,2025-05-10,256,670.72
SHIP-001308,SITE-004,SITE-015,CUST-00713,2025-10-27,177,415.95
SHIP-001309,SITE-015,SITE-003,CUST-00722,2026-01-19,239,568.82
SHIP-001310,SITE-001,SITE-003,CUST-00098,2025-07-28,390,3549
SHIP-001311,SITE-002,SITE-008,CUST-00153,2025-07-01,366,797.88
SHIP-001312,SITE-001,SITE-011,CUST-00658,2024-04-07,312,1238.64
SHIP-001313,SITE-010,SITE-015,CUST-00442,2025-11-04,37,372.59
SHIP-001314,SITE-005,SITE-011,CUST-00787,2024-08-14,11,111.43
SHIP-001315,SITE-012,SITE-004,CUST-00388,2025-12-23,280,579.6
SHIP-001316,SITE-005,SITE-011,CUST-00524,2025-02-16,174,910.02
SHIP-001317,SITE-008,SITE-011,CUST-00107,2026-07-12,159,1314.93
SHIP-001318,SITE-002,SITE-013,CUST-00622,2025-11-19,335,3695.05
SHIP-001319,SITE-015,SITE-012,CUST-00427,2025-06-08,366,4329.78
SHIP-001320,SITE-013,SITE-011,CUST-00614,2025-11-28,227,2083.86
SHIP-001321,SITE-006,SITE-007,CUST-00171,2025-12-03,85,680
SHIP-001322,SITE-012,SITE-014,CUST-00498,2025-09-05,109,696.51
SHIP-001323,SITE-014,SITE-005,CUST-00470,2025-05-11,354,647.82
SHIP-001324,SITE-002,SITE-013,CUST-00645,2024-12-25,169,968.37
SHIP-001325,SITE-005,SITE-004,CUST-00258,2026-06-11,251,2607.89
SHIP-001326,SITE-011,SITE-003,CUST-00426,2025-12-05,210,911.4
SHIP-001327,SITE-003,SITE-005,CUST-00557,2026-08-09,143,1302.73
SHIP-001328,SITE-002,SITE-004,CUST-00025,2025-11-14,388,2878.96
SHIP-001329,SITE-005,SITE-006,CUST-00790,2026-03-14,208,2367.04
SHIP-001330,SITE-007,SITE-006,CUST-00421,2026-03-30,276,287.04
SHIP-001331,SITE-002,SITE-008,CUST-00251,2025-12-04,130,772.2
SHIP-001332,SITE-012,SITE-005,CUST-00499,2024-06-16,219,1070.91
SHIP-001333,SITE-006,SITE-004,CUST-00183,2025-01-03,34,311.44
SHIP-001334,SITE-011,SITE-014,CUST-00262,2024-05-25,218,1488.94
SHIP-001335,SITE-009,SITE-004,CUST-00286,2025-03-14,283,1448.96
SHIP-001336,SITE-014,SITE-001,CUST-00577,2024-12-12,91,413.14
SHIP-001337,SITE-004,SITE-011,CUST-00414,2024-11-11,282,2983.56
SHIP-001338,SITE-015,SITE-005,CUST-00711,2025-04-10,348,1426.8
SHIP-001339,SITE-012,SITE-005,CUST-00786,2026-02-11,227,331.42
SHIP-001340,SITE-008,SITE-013,CUST-00585,2026-07-27,354,2775.36
SHIP-001341,SITE-008,SITE-012,CUST-00140,2025-04-02,348,716.88
SHIP-001342,SITE-009,SITE-004,CUST-00513,2025-10-03,41,482.16
SHIP-001343,SITE-004,SITE-002,CUST-00176,2025-08-15,77,738.43
SHIP-001344,SITE-014,SITE-007,CUST-00051,2024-09-23,275,3258.75
SHIP-001345,SITE-002,SITE-001,CUST-00418,2026-02-12,302,3074.36
SHIP-001346,SITE-005,SITE-002,CUST-00764,2025-09-29,174,1600.8
SHIP-001347,SITE-015,SITE-002,CUST-00260,2026-06-11,294,2063.88
SHIP-001348,SITE-003,SITE-013,CUST-00734,2025-11-16,294,1593.48
SHIP-001349,SITE-007,SITE-012,CUST-00463,2024-10-10,382,1394.3
SHIP-001350,SITE-015,SITE-007,CUST-00110,2024-05-17,91,984.62
SHIP-001351,SITE-014,SITE-005,CUST-00664,2024-03-21,54,59.4
SHIP-001352,SITE-005,SITE-010,CUST-00437,2025-03-21,283,2776.23
SHIP-001353,SITE-009,SITE-013,CUST-00079,2025-04-08,10,91.4
SHIP-001354,SITE-012,SITE-002,CUST-00468,2025-05-23,61,571.57
SHIP-001355,SITE-002,SITE-004,CUST-00340,2025-03-20,348,723.84
SHIP-001356,SITE-001,SITE-003,CUST-00607,2026-03-03,193,1017.11
SHIP-001357,SITE-001,SITE-008,CUST-00407,2026-08-23,284,2010.72
SHIP-001358,SITE-006,SITE-008,CUST-00457,2026-07-03,91,859.04
SHIP-001359,SITE-001,SITE-008,CUST-00435,2025-02-28,174,993.54
SHIP-001360,SITE-011,SITE-003,CUST-00709,2025-05-05,147,1617
SHIP-001361,SITE-009,SITE-010,CUST-00134,2026-07-23,259,2968.14
SHIP-001362,SITE-007,SITE-002,CUST-00137,2024-08-08,264,1784.64
SHIP-001363,SITE-012,SITE-009,CUST-00695,2026-07-06,119,113.05
SHIP-001364,SITE-014,SITE-012,CUST-00619,2025-02-07,165,640.2
SHIP-001365,SITE-014,SITE-006,CUST-00439,2025-03-16,169,1509.17
SHIP-001366,SITE-008,SITE-004,CUST-00185,2026-07-17,13,155.48
SHIP-001367,SITE-003,SITE-007,CUST-00381,2025-02-18,388,721.68
SHIP-001368,SITE-007,SITE-006,CUST-00250,2025-08-09,323,2448.34
SHIP-001369,SITE-013,SITE-007,CUST-00047,2024-12-11,160,537.6
SHIP-001370,SITE-009,SITE-007,CUST-00545,2025-12-03,26,216.32
SHIP-001371,SITE-003,SITE-001,CUST-00307,2025-06-01,156,1207.44
SHIP-001372,SITE-002,SITE-001,CUST-00504,2024-12-26,220,2074.6
SHIP-001373,SITE-002,SITE-015,CUST-00721,2025-05-01,71,634.74
SHIP-001374,SITE-007,SITE-001,CUST-00592,2025-12-12,154,466.62
SHIP-001375,SITE-004,SITE-006,CUST-00140,2026-07-13,34,127.84
SHIP-001376,SITE-015,SITE-011,CUST-00034,2024-07-24,117,876.33
SHIP-001377,SITE-014,SITE-012,CUST-00482,2025-01-10,98,1073.1
SHIP-001378,SITE-003,SITE-008,CUST-00554,2024-08-10,372,613.8
SHIP-001379,SITE-008,SITE-014,CUST-00686,2025-10-29,121,831.27
